CompanyID,CompanyName,Industry,Country,YearsOperating,Employees,MonthlyRevenue,MonthlyExpenses,MarketingBudget,NewCustomers,RepeatCustomers,CustomerSatisfaction,EmployeeTurnover,ProductInnovation,MarketShare,RevenueGrowth,ProfitMargin
BG-02732,Summit Finlum Group,Healthcare,Brazil,15,571,339097.31,239765.95,23866.1,30,66,7.89,4.85,5.82,2.12,30.16,29.29
BG-02733,Bright Finsol Systems,Technology,South Africa,14,89,131806.55,101764.11,14997.95,91,122,7.09,3.23,6.68,11.7,40.17,22.79
BG-02734,Bright Viatek Labs,Energy,India,37,162,594802.57,516132.93,35412.07,92,261,8.07,7.02,6.1,2.6,23.74,13.23
BG-02735,Blue Soltek Works,Retail,France,32,186,572962.91,460694.97,16354.64,65,111,5.96,15.56,4.85,11.22,18.99,19.59
BG-02736,Apex Corfin Works,Real Estate,Australia,33,53,304389.89,191525.4,38112.67,34,56,5.8,12.99,5.01,8.21,42.97,37.08
BG-02737,Prime Vialum Systems,Healthcare,India,28,694,480782.29,349500.17,46913.58,75,139,6.79,3.19,7.05,2.78,35.43,27.31
BG-02738,Vertex Marlum Works,Healthcare,South Africa,42,275,334181.66,242801.75,17715.98,11,46,10.0,3.04,5.09,5.2,17.79,27.34
BG-02739,Nova Tekvia Systems,Education,Canada,19,73,140820.89,102502.12,17086.52,154,110,7.84,3.15,6.86,14.6,25.67,27.21
BG-02740,Blue Vialum Systems,Retail,Australia,17,122,383665.26,318742.6,42234.3,66,69,7.99,18.05,6.46,11.8,12.39,16.92
BG-02741,Prime Oracor Holdings,Healthcare,France,11,432,164233.9,134703.87,8834.63,26,59,8.28,10.76,5.84,4.7,41.61,17.98
BG-02742,Bright Solzen Dynamics,Retail,Brazil,41,62,564746.52,377654.37,21809.28,70,332,7.59,20.6,8.75,13.24,15.69,33.13
BG-02743,Nova Medtek Dynamics,Real Estate,India,18,197,953554.07,567806.24,28199.29,214,329,6.26,15.23,6.85,4.9,-0.31,40.45
BG-02744,Blue Marmed Works,Retail,Brazil,3,88,146182.04,108154.06,15937.48,31,97,6.24,29.59,6.63,19.82,14.1,26.01
BG-02745,Bright Corfin Dynamics,Retail,Nigeria,37,662,139462.78,100113.32,4122.63,3,16,7.6,17.91,5.08,15.67,-5.62,28.22
BG-02746,Blue Medfin Ventures,Finance,Canada,17,88,641211.21,524246.05,26606.92,81,173,6.68,5.7,6.08,11.96,25.07,18.24
BG-02747,Prime Teklum Ventures,Healthcare,India,17,157,612214.7,373722.99,15528.36,71,175,7.28,6.26,6.59,4.5,17.79,38.96
BG-02748,Blue Marmar Dynamics,Retail,Canada,2,100,99509.23,80421.58,3349.09,11,19,6.74,30.85,8.06,8.58,6.06,19.18
BG-02749,Prime Medfin Systems,Education,Germany,36,161,633514.4,529570.71,69696.81,131,454,7.82,15.37,4.88,15.08,-6.05,16.41
BG-02750,Prime Tektek Group,Technology,Canada,11,127,287660.91,181920.31,21451.73,22,103,8.18,15.85,5.69,22.15,25.77,36.76
BG-02751,Vertex Tekora Labs,Hospitality,Nigeria,4,324,137137.9,107625.95,7848.95,38,84,6.44,23.83,7.33,23.6,9.7,21.52
BG-02752,Blue Medlum Ventures,Technology,Canada,6,750,497915.98,372081.9,16728.51,37,58,9.0,9.51,7.31,19.73,28.75,25.27
BG-02753,Summit Fintek Labs,Energy,Germany,9,175,821970.44,574184.0,76196.14,132,195,7.01,8.47,7.25,8.05,39.37,30.15
BG-02754,Summit Marfin Ventures,Energy,Brazil,2,15,521327.25,420030.8,59376.73,137,211,6.45,16.61,6.69,8.36,17.5,19.43
BG-02755,Apex Marzen Ventures,Hospitality,South Africa,1,135,396717.24,288500.07,12858.54,19,87,7.39,35.95,5.94,9.21,13.28,27.28
BG-02756,Apex Zenlum Group,Retail,Australia,25,240,209692.66,167124.43,5309.73,40,107,7.8,22.16,4.61,9.83,0.93,20.3
BG-02757,Vertex Fincor Group,Real Estate,Australia,14,56,210651.1,119416.18,24450.36,116,178,7.51,11.6,5.07,33.7,7.56,43.31
BG-02758,Summit Solcor Systems,Energy,India,27,239,667976.44,560625.4,64310.45,91,213,7.61,17.1,5.38,2.41,8.4,16.07
BG-02759,Nova Marvia Labs,Logistics,United States,2,178,419865.01,353812.09,22056.04,35,83,7.92,15.87,5.05,22.47,29.51,15.73
BG-02760,Bright Fincor Holdings,Education,Canada,41,180,175852.66,111671.62,11153.53,28,79,8.3,22.45,4.93,5.52,9.09,36.5
BG-02761,Bright Oraora Works,Energy,France,4,92,815859.31,416960.11,86524.96,75,165,5.39,19.2,6.5,17.13,14.19,48.89
BG-02762,Prime Corora Systems,Finance,India,36,66,18914254.91,13135275.07,2050391.2,1641,4254,6.33,8.96,7.87,11.22,-2.45,30.55
BG-02763,Nova Solsol Holdings,Finance,United Kingdom,37,154,732129.18,634539.39,34212.3,185,524,8.43,18.6,7.39,16.42,47.32,13.33
BG-02764,Prime Oravia Dynamics,Education,South Africa,6,105,219789.08,107222.54,26641.75,12,53,7.87,7.42,6.79,30.63,15.95,51.22
BG-02765,Bright Oramar Ventures,Energy,Canada,23,245,443082.4,238218.33,26052.13,113,253,6.82,7.36,4.88,38.19,-14.44,46.24
BG-02766,Prime Tekzen Holdings,Manufacturing,Nigeria,40,498,544288.38,387112.69,73595.76,44,47,8.1,10.36,4.32,26.99,0.82,28.88
BG-02767,Bright Marmed Holdings,Retail,South Africa,37,760,641295.04,509789.87,16112.62,85,161,7.32,27.4,4.89,22.27,28.93,20.51
BG-02768,Nova Tekmed Group,Healthcare,South Africa,4,336,313709.92,228033.95,23257.3,46,123,8.63,11.02,5.94,12.87,13.9,27.31
BG-02769,Bright Viavia Group,Education,India,42,134,241570.07,187815.18,12272.74,27,85,5.93,11.23,8.11,4.44,8.14,22.25
BG-02770,Nova Martek Ventures,Technology,Canada,17,454,322221.52,212700.35,44584.28,37,177,7.37,6.31,7.42,7.76,34.84,33.99
BG-02771,Prime Solsol Works,Hospitality,France,19,212,157950.14,146499.19,10102.57,22,22,8.0,28.38,4.6,5.75,20.87,7.25
BG-02772,Blue Zenlum Labs,Logistics,Australia,28,441,133820.98,88127.2,14478.09,12,42,5.74,3.86,3.53,5.07,-19.95,34.15
BG-02773,Blue Fintek Works,Retail,Australia,35,190,609779.72,505593.4,18729.94,138,323,6.83,13.67,7.48,13.42,25.88,17.09
BG-02774,Bright Finvia Systems,Education,Brazil,27,88,305533.01,265642.49,36834.14,100,154,8.74,19.19,5.46,5.63,15.59,13.06
BG-02775,Summit Marzen Group,Retail,France,13,200,101423.53,86369.26,7654.96,33,111,6.66,15.96,6.69,5.63,8.27,14.84
BG-02776,Prime Corlum Ventures,Manufacturing,India,7,369,353844.99,273108.34,16836.19,92,370,8.5,17.54,4.95,7.0,30.0,22.82
BG-02777,Apex Medlum Dynamics,Healthcare,France,38,230,251249.55,174995.74,28614.19,24,62,7.51,19.25,7.76,19.86,48.11,30.35
BG-02778,Nova Medlum Works,Manufacturing,Germany,1,399,426144.19,279842.85,59116.32,95,117,6.23,4.83,7.58,16.11,34.44,34.33
BG-02779,Nova Cormar Systems,Technology,France,8,109,605726.54,451951.8,31364.41,279,395,8.71,11.28,4.99,7.23,58.7,25.39
BG-02780,Summit Solmar Works,Energy,South Africa,12,609,624439.13,549991.88,52945.02,126,227,6.01,9.21,5.16,6.09,29.51,11.92
BG-02781,Prime Solmar Systems,Logistics,United Kingdom,36,116,109661.9,86939.99,6158.51,10,38,8.09,22.96,5.7,4.45,11.94,20.72
BG-02782,Blue Tekora Dynamics,Real Estate,South Africa,7,106,296552.86,210371.14,21322.5,302,652,6.21,11.1,5.17,7.73,-5.87,29.06
BG-02783,Bright Oralum Group,Finance,South Africa,28,413,386522.6,233814.09,50361.98,83,220,8.03,25.18,7.71,8.16,22.72,39.51
BG-02784,Apex Viaora Dynamics,Hospitality,Nigeria,32,329,615200.58,564856.33,47307.78,77,124,7.54,17.98,5.36,24.05,16.13,8.18
BG-02785,Summit Viazen Dynamics,Manufacturing,Brazil,20,758,1364546.13,1179892.99,133622.89,93,183,8.67,16.25,6.45,3.49,8.34,13.53
BG-02786,Summit Orazen Dynamics,Hospitality,India,38,621,329603.26,256460.32,30363.87,28,41,8.0,28.4,5.26,14.82,-9.14,22.19
BG-02787,Blue Orasol Dynamics,Real Estate,Germany,43,15,624475.34,440601.66,41917.89,140,400,5.34,1.0,5.52,15.56,22.81,29.44
BG-02788,Bright Marcor Systems,Manufacturing,India,21,361,759521.3,500074.2,93900.98,134,198,7.55,9.84,5.2,15.05,23.02,34.16
BG-02789,Vertex Marfin Labs,Real Estate,India,32,109,178261.06,147053.69,8926.21,9,41,8.73,20.0,7.39,7.21,15.39,17.51
BG-02790,Summit Medsol Holdings,Healthcare,United States,26,292,202072.35,148163.64,16685.74,81,147,7.37,3.18,6.39,13.28,26.28,26.68
BG-02791,Vertex Viazen Holdings,Technology,Nigeria,16,139,214679.86,128702.83,16861.25,43,59,6.92,20.74,7.73,12.83,45.19,40.05
BG-02792,Blue Tekmar Group,Education,Canada,22,74,57717.15,37191.51,2938.74,59,88,8.47,11.85,5.51,9.48,11.61,35.56
BG-02793,Vertex Finvia Systems,Technology,Australia,7,402,526696.32,365197.97,57192.38,88,184,8.16,1.0,9.23,5.09,31.54,30.66
BG-02794,Bright Soltek Group,Manufacturing,India,33,859,1285680.27,1201724.6,60556.23,559,783,5.93,13.8,5.86,0.93,-6.19,6.53
BG-02795,Prime Solfin Works,Manufacturing,Australia,5,219,419971.74,317909.94,24739.01,25,127,6.63,10.56,3.64,16.16,9.91,24.3
BG-02796,Bright Cormar Labs,Hospitality,Australia,27,44,260215.24,207169.19,10198.09,25,30,7.49,29.22,5.12,5.75,-12.4,20.39
BG-02797,Apex Zenmar Labs,Education,Australia,22,22,53174.83,35735.32,6108.53,4,9,8.74,4.94,6.6,12.28,17.43,32.8
BG-02798,Blue Vialum Works,Hospitality,South Africa,15,25,335319.26,281802.92,28094.87,26,44,8.49,21.37,6.98,15.57,6.26,15.96
BG-02799,Prime Viacor Holdings,Real Estate,United Kingdom,23,54,134005.69,84568.76,13466.97,13,21,6.3,14.03,7.23,19.95,21.54,36.89
BG-02800,Bright Zenzen Systems,Energy,Canada,36,200,1150589.09,860002.7,146847.01,55,206,6.06,13.31,4.87,10.18,15.22,25.26
BG-02801,Prime Finfin Holdings,Real Estate,South Africa,18,53,325478.89,249801.69,42942.44,19,58,9.17,14.33,4.9,10.7,11.1,23.25
BG-02802,Prime Oravia Labs,Energy,United Kingdom,26,540,364379.52,283671.57,31979.89,41,63,6.88,6.99,5.17,11.01,-0.3,22.15
BG-02803,Nova Fintek Systems,Finance,Nigeria,10,236,215711.99,163080.51,20381.12,26,65,8.24,21.92,6.17,27.12,30.63,24.4
BG-02804,Bright Finlum Works,Retail,United Kingdom,27,204,837386.5,753129.13,52011.72,180,126,7.74,17.06,7.01,2.56,11.24,10.06
BG-02805,Bright Medzen Ventures,Education,Canada,28,247,313356.47,221963.39,17322.21,62,165,7.75,9.45,8.34,0.87,11.0,29.17
BG-02806,Summit Corsol Labs,Finance,United States,2,130,551288.15,348566.39,64963.49,48,94,7.5,23.1,5.81,4.16,31.18,36.77
BG-02807,Nova Corsol Labs,Education,Canada,22,51,212722.31,163937.09,13412.55,19,47,7.71,13.38,6.49,24.49,36.67,22.93
BG-02808,Vertex Tekcor Dynamics,Technology,Nigeria,43,310,448587.45,351079.81,44599.58,58,99,9.42,13.5,7.43,21.51,40.03,21.74
BG-02809,Bright Zenvia Works,Real Estate,Australia,3,38,332438.89,233617.41,16885.01,45,96,7.17,15.23,5.02,15.08,10.63,29.73
BG-02810,Nova Sollum Group,Real Estate,India,22,208,1152015.65,654573.79,52400.52,80,246,7.05,19.54,2.51,25.06,27.03,43.18
BG-02811,Summit Oramar Works,Retail,United Kingdom,41,170,562493.01,475808.53,28118.2,62,318,7.42,23.04,6.09,1.35,-1.03,15.41
BG-02812,Summit Viamed Labs,Energy,United Kingdom,2,731,2075716.87,1131850.68,64444.37,540,372,7.44,9.69,5.76,29.94,4.52,45.47
BG-02813,Summit Zentek Group,Real Estate,United States,21,194,707862.17,417690.07,33618.05,249,938,8.19,9.23,8.93,14.42,25.27,40.99
BG-02814,Blue Viamar Ventures,Retail,Nigeria,18,81,399913.31,362203.18,39214.39,45,246,7.08,30.76,5.52,8.29,20.65,9.43
BG-02815,Vertex Lummar Works,Healthcare,Canada,34,428,457920.71,349712.86,47642.71,59,152,8.39,7.11,4.74,3.21,13.08,23.63
BG-02816,Vertex Solfin Dynamics,Real Estate,Nigeria,34,204,410083.37,314429.99,38969.95,46,72,6.51,17.36,7.54,8.75,21.23,23.33
BG-02817,Blue Solzen Group,Energy,Canada,44,780,235308.03,139223.42,13808.67,35,87,7.31,5.71,6.86,29.44,-1.59,40.83
BG-02818,Nova Lummed Works,Manufacturing,Nigeria,24,176,402728.83,308303.87,16050.34,37,70,4.74,16.63,8.08,16.7,18.4,23.45
BG-02819,Bright Cormed Dynamics,Logistics,United States,44,130,324812.0,246367.43,29240.6,23,72,7.5,18.82,3.11,20.92,21.4,24.15
BG-02820,Prime Solzen Holdings,Real Estate,Canada,19,246,824701.03,619611.94,75171.05,163,307,7.67,11.22,5.28,11.3,14.63,24.87
BG-02821,Summit Marsol Ventures,Education,Brazil,14,86,517532.89,440261.74,60065.71,165,224,6.85,22.8,7.03,22.77,18.55,14.93
BG-02822,Blue Lumtek Group,Logistics,Brazil,19,941,753777.55,675662.13,98433.4,35,180,5.86,28.31,5.04,18.86,13.77,10.36
BG-02823,Prime Lumtek Holdings,Healthcare,India,7,483,301949.02,241626.42,17917.41,109,190,7.67,15.68,7.75,40.36,31.3,19.98
BG-02824,Vertex Finzen Systems,Logistics,South Africa,19,142,436000.16,383517.15,6864.22,44,166,8.06,6.51,5.8,2.71,11.19,12.04
BG-02825,Apex Orasol Systems,Technology,India,20,386,345875.07,238894.69,32210.43,49,142,6.66,11.0,7.77,13.18,36.3,30.93
BG-02826,Bright Medtek Dynamics,Real Estate,South Africa,42,238,251602.36,143806.89,33132.8,27,55,7.3,23.4,5.76,19.67,17.21,42.84
BG-02827,Prime Corlum Labs,Technology,Brazil,25,337,221463.32,145353.91,13116.43,27,31,7.37,16.0,7.95,2.64,41.82,34.37
BG-02828,Blue Marsol Works,Finance,Australia,17,832,1388861.56,858797.93,107350.08,322,583,7.39,22.37,8.1,1.3,23.69,38.17
BG-02829,Summit Corcor Group,Education,United States,23,55,134601.93,95598.14,7191.13,8,40,6.65,7.24,7.62,25.4,2.0,28.98
BG-02830,Bright Solcor Dynamics,Logistics,Germany,9,268,312664.5,258699.79,15745.3,48,150,4.7,20.95,4.29,21.16,14.44,17.26
BG-02831,Summit Viasol Group,Logistics,Brazil,38,44,331002.88,283071.75,34025.52,53,169,6.39,20.07,6.11,10.02,17.57,14.48
BG-02832,Apex Medvia Works,Technology,Germany,40,302,294157.94,201174.18,40073.22,9,56,7.86,19.4,7.59,3.2,48.74,31.61
BG-02833,Blue Lummed Works,Education,Canada,23,58,79620.54,58004.2,2785.78,8,19,6.47,8.46,6.73,30.69,18.78,27.15
BG-02834,Apex Corfin Works,Real Estate,Australia,21,71,298282.89,262614.22,5186.47,172,439,7.98,10.94,4.7,5.68,28.96,11.96
BG-02835,Apex Lumora Works,Retail,France,36,793,134419.69,93707.76,14710.02,42,107,8.59,20.69,6.47,13.14,6.89,30.29
BG-02836,Bright Fincor Works,Logistics,Germany,20,477,86810.23,73444.82,2178.31,41,157,6.59,17.48,6.74,15.18,46.36,15.4
BG-02837,Nova Martek Systems,Healthcare,Australia,39,79,792274.91,649006.14,32261.51,83,96,7.61,12.58,5.21,24.53,33.6,18.08
BG-02838,Nova Tekfin Holdings,Real Estate,France,11,95,574269.22,378501.68,33752.36,198,520,5.4,1.0,6.57,6.62,0.22,34.09
BG-02839,Prime Finfin Group,Technology,South Africa,4,265,456432.97,317871.66,50848.31,33,84,7.42,9.02,7.1,6.05,11.9,30.36
BG-02840,Bright Marcor Holdings,Manufacturing,India,23,181,800584.45,702164.72,85369.06,65,266,6.26,17.1,4.45,2.01,28.26,12.29
BG-02841,Blue Medvia Holdings,Logistics,United States,38,449,112323.94,86864.83,2735.76,14,41,6.84,12.78,5.88,22.48,-0.62,22.67
BG-02842,Blue Zenzen Works,Manufacturing,Canada,27,906,199142.54,179162.1,18095.41,24,48,6.11,10.35,8.0,10.55,13.16,10.03
BG-02843,Nova Solora Works,Energy,Canada,22,558,1098587.04,800887.2,137462.02,242,399,5.83,17.75,4.86,2.35,-3.59,27.1
BG-02844,Bright Soltek Group,Finance,South Africa,43,80,2345602.64,1479745.03,84208.54,575,2237,7.78,17.52,5.83,11.49,42.82,36.91
BG-02845,Apex Zenfin Dynamics,Real Estate,France,7,109,302052.42,199168.51,15394.04,46,169,6.87,11.28,5.28,29.82,0.89,34.06
BG-02846,Summit Medlum Works,Manufacturing,Canada,25,3815,243306.21,185646.8,10509.51,42,84,6.85,22.49,5.39,12.26,9.69,23.7
BG-02847,Vertex Medzen Labs,Hospitality,United States,43,193,265582.65,193069.11,9088.43,15,31,8.49,18.67,5.65,26.4,14.19,27.3
BG-02848,Prime Finvia Labs,Manufacturing,United States,11,184,301902.17,217910.39,13232.86,26,28,6.39,12.0,5.87,33.73,22.45,27.82
BG-02849,Vertex Marora Systems,Retail,Germany,10,225,715754.05,602433.57,26604.74,63,121,6.14,18.24,5.43,12.13,14.67,15.83
BG-02850,Summit Corsol Dynamics,Healthcare,India,6,168,272203.26,176870.49,9668.67,32,47,7.29,17.82,4.1,5.09,23.37,35.02
BG-02851,Blue Oracor Ventures,Manufacturing,Germany,12,746,621991.73,589326.87,64846.55,95,310,7.08,16.27,6.1,5.08,23.86,5.25
BG-02852,Bright Tekvia Group,Technology,United Kingdom,22,53,323725.12,235516.09,22946.4,20,63,8.84,15.39,10.0,8.72,54.15,27.25
BG-02853,Blue Corfin Systems,Energy,Germany,13,68,915001.45,573045.33,52132.93,115,222,6.32,14.56,6.04,5.96,-9.27,37.37
BG-02854,Summit Zenlum Works,Healthcare,France,24,58,345133.31,280380.2,16466.47,97,296,8.72,5.88,7.04,2.54,26.68,18.76
BG-02855,Blue Medcor Dynamics,Manufacturing,Nigeria,5,1345,501600.77,389745.08,59623.04,48,96,6.44,18.7,5.66,1.37,28.88,22.3
BG-02856,Prime Lummar Ventures,Energy,Canada,35,351,656983.84,519410.93,28426.74,105,316,6.56,6.73,5.58,16.0,-5.68,20.94
BG-02857,Nova Viasol Group,Finance,Brazil,19,166,502538.19,322872.07,21381.68,69,158,7.77,22.58,5.47,5.78,8.2,35.75
BG-02858,Blue Zenfin Ventures,Technology,Canada,21,149,432973.01,341041.77,41463.57,35,107,10.0,16.29,8.72,9.15,40.63,21.23
BG-02859,Summit Viaora Group,Hospitality,United States,40,148,223743.53,185152.29,6709.57,17,34,6.8,21.5,4.65,5.16,6.62,17.25
BG-02860,Apex Lumcor Systems,Technology,United Kingdom,6,76,995674.34,713170.61,67052.01,72,184,8.85,19.65,7.3,23.59,39.87,28.37
BG-02861,Apex Finmar Labs,Technology,Australia,36,133,369388.23,197726.97,33197.55,36,55,8.7,15.49,8.37,6.76,42.03,46.47
BG-02862,Summit Solzen Labs,Manufacturing,United States,6,1043,317006.33,283993.93,37163.52,137,138,6.21,20.1,7.15,12.83,25.61,10.41
BG-02863,Blue Fintek Holdings,Energy,Australia,29,171,178450.29,115371.55,2906.83,15,111,6.1,3.14,7.98,16.96,26.67,35.35
BG-02864,Vertex Lummed Ventures,Real Estate,South Africa,36,90,162952.46,88730.37,18041.25,11,34,8.7,2.94,5.84,2.66,14.21,45.55
BG-02865,Blue Medmed Works,Finance,Nigeria,5,269,293337.96,221021.41,9597.95,42,129,9.43,11.33,6.68,9.61,12.47,24.65
BG-02866,Bright Lumvia Group,Energy,Brazil,20,158,50305.72,41484.39,5348.99,10,22,5.54,14.83,7.62,11.23,26.89,17.54
BG-02867,Bright Viaora Holdings,Healthcare,South Africa,9,95,600386.7,424302.56,39865.33,88,230,7.25,15.39,5.11,7.61,14.32,29.33
BG-02868,Prime Tekvia Labs,Technology,South Africa,31,551,290178.79,185016.92,7111.9,86,239,7.55,15.44,6.7,6.35,55.68,36.24
BG-02869,Blue Sollum Systems,Energy,South Africa,39,935,204620.27,139967.86,18616.82,19,24,7.47,2.1,5.94,7.6,10.65,31.6
BG-02870,Nova Finfin Systems,Healthcare,Nigeria,43,14,1057684.78,698935.89,116173.18,52,205,8.6,18.55,6.5,19.98,20.51,33.92
BG-02871,Vertex Finmed Group,Energy,India,28,142,431927.37,252323.66,44937.93,99,221,5.5,12.92,6.02,17.69,22.57,41.58
BG-02872,Blue Finvia Holdings,Education,Nigeria,35,65,157242.43,88104.04,10523.07,12,33,8.56,23.1,5.78,20.19,8.98,43.97
BG-02873,Nova Lumlum Ventures,Hospitality,Germany,24,48,91898.18,72628.93,5935.77,8,10,10.0,27.9,3.18,6.54,-22.64,20.97
BG-02874,Bright Medsol Dynamics,Manufacturing,Australia,24,929,900590.71,647449.86,64501.88,74,281,6.69,12.25,5.76,21.98,19.47,28.11
BG-02875,Blue Teklum Systems,Logistics,Nigeria,30,892,604900.14,589077.82,69577.35,70,128,7.8,26.91,7.74,13.35,20.64,2.62
BG-02876,Apex Solmed Group,Healthcare,India,16,202,1287145.49,771274.06,19386.24,172,227,7.8,8.43,3.8,32.51,11.38,40.08
BG-02877,Apex Lumlum Group,Real Estate,South Africa,12,95,810801.07,494861.16,68888.47,110,292,8.71,2.71,5.44,28.47,16.32,38.97
BG-02878,Blue Finsol Systems,Hospitality,United Kingdom,30,257,123039.87,106951.61,2785.54,14,36,6.94,29.62,5.42,6.08,28.06,13.08
BG-02879,Apex Lumfin Ventures,Healthcare,India,9,145,239677.85,179326.47,8744.9,15,65,7.66,16.45,6.46,7.25,14.71,25.18
BG-02880,Blue Marvia Holdings,Healthcare,France,26,779,474673.94,349043.24,47502.33,193,247,9.25,14.65,7.03,7.37,16.4,26.47
BG-02881,Prime Lumvia Systems,Logistics,Australia,7,947,315022.42,253852.07,43146.82,77,178,5.35,21.11,4.57,16.19,0.02,19.42
BG-02882,Nova Viamed Group,Education,India,34,63,185507.45,133231.33,9834.9,54,179,7.93,17.37,6.68,6.71,25.54,28.18
BG-02883,Summit Corzen Dynamics,Real Estate,Australia,16,42,377857.47,325398.13,40927.87,107,182,7.65,9.25,5.23,7.85,9.93,13.88
BG-02884,Apex Corcor Group,Retail,Canada,21,169,325153.96,215614.15,34233.25,24,55,8.97,21.79,5.41,14.9,0.18,33.69
BG-02885,Bright Lumvia Works,Retail,Nigeria,41,106,258038.8,182840.31,17524.58,20,64,8.16,22.37,6.1,2.5,13.69,29.14
BG-02886,Bright Marora Ventures,Finance,Canada,13,115,355595.23,273492.77,22824.97,50,83,8.48,16.23,8.19,22.94,33.64,23.09
BG-02887,Bright Viatek Group,Energy,India,9,113,289905.4,221998.69,31355.71,21,73,6.98,8.79,7.68,11.88,12.36,23.42
BG-02888,Nova Viavia Systems,Retail,Brazil,19,204,720481.12,565145.61,30695.71,90,166,6.63,16.89,5.74,3.76,20.93,21.56
BG-02889,Summit Finvia Ventures,Retail,Brazil,15,555,780517.46,697911.02,42555.23,171,562,6.48,18.63,4.62,18.86,-10.02,10.58
BG-02890,Blue Teklum Labs,Hospitality,India,8,26,234099.0,198606.87,8850.4,18,38,6.08,15.28,4.46,12.85,3.16,15.16
BG-02891,Apex Corvia Systems,Healthcare,India,9,321,104024.14,45147.32,3749.22,150,275,8.41,10.13,5.53,7.96,20.74,56.6
BG-02892,Vertex Viacor Ventures,Energy,South Africa,30,139,1290363.49,1027526.4,63567.32,212,368,6.84,5.54,5.78,18.49,8.02,20.37
BG-02893,Summit Marvia Systems,Education,India,36,96,138931.19,111258.37,14522.54,26,147,7.51,17.88,8.71,5.28,10.28,19.92
BG-02894,Blue Marora Group,Technology,India,32,170,837129.05,578239.83,85945.54,42,196,9.27,4.43,8.27,5.89,49.33,30.93
BG-02895,Apex Viavia Ventures,Retail,Nigeria,42,181,264932.77,185889.08,25582.84,15,122,6.47,11.46,4.9,6.15,18.41,29.84
BG-02896,Nova Zenlum Holdings,Finance,South Africa,12,64,729320.42,558699.11,31715.8,100,375,7.77,21.9,7.77,13.2,37.95,23.39
BG-02897,Blue Zenora Ventures,Education,France,19,137,108404.69,81325.86,3618.35,13,35,7.56,16.99,7.23,10.62,24.29,24.98
BG-02898,Summit Marfin Works,Energy,United States,1,462,1079390.44,755243.25,112973.83,91,221,6.57,1.0,5.84,12.24,22.92,30.03
BG-02899,Nova Soltek Ventures,Education,France,2,371,123268.14,109838.94,10947.41,11,19,5.98,1.0,9.74,1.66,2.15,10.89
BG-02900,Bright Viacor Holdings,Technology,India,38,14,498589.6,291024.12,26428.0,41,81,7.52,8.63,7.04,4.6,33.71,41.63
BG-02901,Bright Medfin Group,Manufacturing,France,38,388,399448.02,357152.8,26739.7,36,42,7.09,11.45,4.45,1.85,13.58,10.59
BG-02902,Blue Medzen Group,Technology,France,4,213,269011.32,217007.21,16594.98,80,101,6.83,13.16,9.04,9.74,40.28,19.33
BG-02903,Nova Marcor Holdings,Hospitality,United States,27,96,139721.72,114552.51,7811.95,23,56,7.31,34.35,3.88,7.9,24.17,18.01
BG-02904,Bright Finlum Systems,Real Estate,United States,33,44,478933.25,377998.14,54465.26,129,698,6.57,14.87,5.54,34.96,24.11,21.07
BG-02905,Apex Tekfin Group,Logistics,South Africa,37,902,245815.13,214547.91,20167.44,16,75,6.5,37.48,5.88,3.86,26.14,12.72
BG-02906,Prime Finfin Holdings,Education,Brazil,27,791,243196.97,187348.46,14705.95,10,59,7.55,24.25,6.81,11.27,28.89,22.96
BG-02907,Bright Teksol Works,Education,United Kingdom,8,92,27979.75,20313.95,3397.29,2,4,8.92,16.45,6.43,10.95,22.86,27.4
BG-02908,Bright Zenmed Holdings,Energy,France,43,842,250232.18,144930.79,33561.43,19,36,7.47,1.0,4.95,26.69,14.91,42.08
BG-02909,Prime Solzen Labs,Retail,Nigeria,28,430,718318.37,491654.35,92388.54,81,155,6.87,12.7,4.14,15.98,11.41,31.55
BG-02910,Nova Zenvia Group,Healthcare,Canada,13,1620,225683.59,190663.29,13217.38,17,57,7.71,24.09,6.99,10.43,30.12,15.52
BG-02911,Summit Lumzen Dynamics,Retail,United Kingdom,21,247,455040.22,329132.73,17282.01,336,704,7.55,21.46,6.82,20.0,21.55,27.67
BG-02912,Blue Corora Dynamics,Retail,United States,14,493,775788.3,646075.62,96378.43,179,307,7.2,19.03,6.64,7.56,23.29,16.72
BG-02913,Nova Marmed Holdings,Real Estate,Canada,5,359,601715.24,453437.58,40792.95,407,1130,7.83,7.49,6.74,6.15,18.19,24.64
BG-02914,Summit Zencor Holdings,Education,Canada,40,69,162736.14,121641.08,9298.8,18,39,7.92,12.3,6.35,7.97,33.66,25.25
BG-02915,Blue Zenvia Labs,Healthcare,Germany,22,436,441487.52,323827.68,58742.71,38,97,7.61,4.91,9.08,26.39,45.26,26.65
BG-02916,Vertex Lumlum Labs,Retail,United States,38,144,292364.72,223244.9,14162.88,268,684,7.22,30.63,4.53,19.24,20.11,23.64
BG-02917,Bright Sollum Systems,Retail,South Africa,28,344,838371.71,609284.11,19973.08,56,226,9.07,28.56,6.82,1.82,27.21,27.33
BG-02918,Summit Viamed Group,Manufacturing,India,1,35,778057.2,579017.18,91851.96,183,257,7.36,18.29,5.69,36.75,17.62,25.58
BG-02919,Vertex Viasol Labs,Real Estate,United States,18,91,163151.8,118924.04,18069.07,40,134,5.71,9.12,4.95,22.13,19.8,27.11
